[
{'Table':{'目录号':'7','案卷号':'2','顺序号':'1','文号':'常地垦(89)8号','责任者':'本土管局','题名':'关于任阳乡蒋巷村取土坑复垦','日期':'19891221','页号':'1-28','备注':'','图像位置':'','扫描图像':'','AId':'2'}},
{'Table':{'目录号':'7','案卷号':'3','顺序号':'1','文号':'常地垦(89)12号','责任者':'本土管局','题名':'关于藕渠乡藕南废荒地复垦','日期':'19891230','页号':'1-15','备注':'','图像位置':'','扫描图像':'','AId':'3'}},
{'Table':{'目录号':'7','案卷号':'4','顺序号':'1','文号':'常地垦(89)6号','责任者':'本土管局','题名':'关于芦荡乡闲散荒滩、公路挖废地复垦','日期':'19891230','页号':'1-35','备注':'','图像位置':'','扫描图像':'','AId':'4'}},
{'Table':{'目录号':'7','案卷号':'5','顺序号':'1','文号':'常地垦(89)2号','责任者':'本土管局','题名':'关于唐市镇公路取土坑闲散地复垦','日期':'19891120','页号':'1-31','备注':'','图像位置':'','扫描图像':'','AId':'5'}},
{'Table':{'目录号':'7','案卷号':'6','顺序号':'1','文号':'常地垦(89)7号','责任者':'本土管局','题名':'关于大义镇部分废弃土窑地复垦','日期':'19891230','页号':'1-19','备注':'','图像位置':'','扫描图像':'','AId':'6'}},
{'Table':{'目录号':'7','案卷号':'7','顺序号':'1','文号':'常地垦(89)4号','责任者':'本土管局','题名':'关于珍门乡沙岗挖废地复垦','日期':'19891127','页号':'1-34','备注':'','图像位置':'','扫描图像':'','AId':'7'}},
{'Table':{'目录号':'7','案卷号':'8','顺序号':'1','文号':'常地垦(89)10号','责任者':'本土管局','题名':'关于冶塘乡晏巷村公路挖废地复垦','日期':'19891230','页号':'1-22','备注':'','图像位置':'','扫描图像':'','AId':'8'}},
{'Table':{'目录号':'7','案卷号':'9','顺序号':'1','文号':'常地垦(89)1号','责任者':'本土管局','题名':'关于张桥乡加林村复垦陶荡荒地','日期':'19891028','页号':'1-17','备注':'','图像位置':'','扫描图像':'','AId':'9'}},
{'Table':{'目录号':'7','案卷号':'10','顺序号':'1','文号':'常地垦(89)3号','责任者':'本土管局','题名':'关于福山镇废弃地复垦','日期':'19891120','页号':'1-29','备注':'','图像位置':'','扫描图像':'','AId':'10'}},
{'Table':{'目录号':'7','案卷号':'11','顺序号':'1','文号':'常地垦(89)5号','责任者':'本土管局','题名':'关于辛庄乡部份荒滩地复垦','日期':'19891129','页号':'1-21','备注':'','图像位置':'','扫描图像':'','AId':'11'}},
{'Table':{'目录号':'7','案卷号':'12','顺序号':'1','文号':'常地垦(89)11号','责任者':'本土管局','题名':'关于城郊乡联盟村荒田复垦','日期':'19891230','页号':'1-16','备注':'','图像位置':'','扫描图像':'','AId':'12'}},
{'Table':{'目录号':'7','案卷号':'13','顺序号':'1','文号':'常地垦(91)15号','责任者':'市土管局、市财政局','题名':'林桑技术指导站开发林茶果良种繁育圃的土地复垦项目合同书','日期':'19700101','页号':'1-8','备注':'','图像位置':'','扫描图像':'','AId':'13'}},
{'Table':{'目录号':'7','案卷号':'14','顺序号':'1','文号':'常地垦(90)12号','责任者':'市土管局、市财政局','题名':'古里乡军墩村公路挖废复垦验收鉴定书','日期':'19700101','页号':'1','备注':'','图像位置':'','扫描图像':'','AId':'14'}},
{'Table':{'目录号':'7','案卷号':'14','顺序号':'2','文号':'常地垦(90)12号','责任者':'','题名':'古里乡军墩村公路挖废地复垦开发项目合同书','日期':'19700101','页号':'4-12','备注':'','图像位置':'','扫描图像':'','AId':'14'}},
{'Table':{'目录号':'7','案卷号':'15','顺序号':'1','文号':'常地垦(90)字第08号','责任者':'市财政局、市土管局','题名':'白茆乡挖废及低洼地复垦验收鉴定书','日期':'19911030','页号':'1','备注':'','图像位置':'','扫描图像':'','AId':'15'}},
{'Table':{'目录号':'7','案卷号':'15','顺序号':'2','文号':'常地垦(90)字第08号','责任者':'','题名':'白茆乡挖废地及低洼地复垦开发项目合同书','日期':'19700101','页号':'4-21','备注':'','图像位置':'','扫描图像':'','AId':'15'}},
{'Table':{'目录号':'7','案卷号':'16','顺序号':'1','文号':'常地垦(90)07号','责任者':'市土管局','题名':'关于支塘镇土窑、仓库场、鱼池挖废地复垦','日期':'19700101','页号':'1-37','备注':'','图像位置':'','扫描图像':'','AId':'16'}},
{'Table':{'目录号':'7','案卷号':'17','顺序号':'1','文号':'常地垦(90)11号','责任者':'市财政局、市土管局','题名':'何市乡废弃土窑地复垦验收签定书','日期':'19700101','页号':'1-3','备注':'','图像位置':'','扫描图像':'','AId':'17'}},
{'Table':{'目录号':'7','案卷号':'17','顺序号':'2','文号':'常地垦(90)11号','责任者':'','题名':'何市乡废弃土窑地复垦开发项目合同书','日期':'19700101','页号':'4-15','备注':'','图像位置':'','扫描图像':'','AId':'17'}},
{'Table':{'目录号':'7','案卷号':'18','顺序号':'1','文号':'常地垦(90)1号','责任者':'市财政局、市土管局','题名':'任阳乡杏泾村等取土坑复垦验收鉴定书','日期':'19700101','页号':'1-3','备注':'','图像位置':'','扫描图像':'','AId':'18'}},
{'Table':{'目录号':'7','案卷号':'18','顺序号':'2','文号':'常地垦(90)01号','责任者':'','题名':'任阳乡双凤、杏泾、蔡泾、任阳村取土坑复垦开发项目合同书','日期':'19700101','页号':'4-61','备注':'','图像位置':'','扫描图像':'','AId':'18'}},
{'Table':{'目录号':'7','案卷号':'19','顺序号':'1','文号':'常地垦(90)2号','责任者':'市财政局、市土管局','题名':'常昆公路溪沿段取土坑复垦验收鉴定会','日期':'19700101','页号':'1','备注':'','图像位置':'','扫描图像':'','AId':'19'}},
{'Table':{'目录号':'7','案卷号':'19','顺序号':'2','文号':'常地垦(90)2号','责任者':'','题名':'常昆公路溪沿段取土坑复垦开发项目合同书','日期':'19700101','页号':'4-11','备注':'','图像位置':'','扫描图像':'','AId':'19'}},
{'Table':{'目录号':'7','案卷号':'20','顺序号':'1','文号':'常地垦(90)10号','责任者':'市土管局、市财政局','题名':'淼泉乡公路挖废复垦验收鉴定书','日期':'19700101','页号':'1','备注':'','图像位置':'','扫描图像':'','AId':'20'}},
{'Table':{'目录号':'7','案卷号':'20','顺序号':'2','文号':'常地垦(90)10号','责任者':'','题名':'淼泉乡公路挖废河底田复垦开发项目合同书','日期':'19700101','页号':'4-51','备注':'','图像位置':'','扫描图像':'','AId':'20'}},
{'Table':{'目录号':'7','案卷号':'21','顺序号':'1','文号':'常地垦(90)9号','责任者':'市土管局、市财政局','题名':'碧溪镇废弃复垦验收鉴定书','日期':'19700101','页号':'1-3','备注':'','图像位置':'','扫描图像':'','AId':'21'}},
{'Table':{'目录号':'7','案卷号':'21','顺序号':'2','文号':'常地垦(90)9号','责任者':'','题名':'碧组溪镇窑厂挖废地复垦开发项目合同书','日期':'19700101','页号':'4-17','备注':'','图像位置':'','扫描图像':'','AId':'21'}},
{'Table':{'目录号':'7','案卷号':'22','顺序号':'1','文号':'常地垦(90)5号','责任者':'市土管局、市财政局','题名':'王庄乡时介坝村窑厂荒废地复垦验收鉴定书','日期':'19700101','页号':'1','备注':'','图像位置':'','扫描图像':'','AId':'22'}},
{'Table':{'目录号':'7','案卷号':'22','顺序号':'2','文号':'常地垦(90)5号','责任者':'','题名':'王庄乡时介坝村窑厂荒地复垦开发项目合同书','日期':'19700101','页号':'4-11','备注':'','图像位置':'','扫描图像':'','AId':'22'}},
{'Table':{'目录号':'7','案卷号':'23','顺序号':'1','文号':'常地垦(90)3号','责任者':'市财政局、市土管局','题名':'谢桥乡汤桥村荒地老宅地复垦验收鉴书','日期':'19700101','页号':'1','备注':'','图像位置':'','扫描图像':'','AId':'23'}},
{'Table':{'目录号':'7','案卷号':'23','顺序号':'2','文号':'常地垦(90)3号','责任者':'','题名':'谢桥乡汤桥村荒地老宅基地复垦开发项目合同书','日期':'19700101','页号':'4-16','备注':'','图像位置':'','扫描图像':'','AId':'23'}},
